TimestampMarket,Symbol,Action,Detail,TieKey
2026-01-13T15:00:00-05:00,GME,STAGED,Next legitimate symbol 15-minute open.,1ffa410e9c1d8ae6a73eb28d0fde23ffc5138a1e6d794efcd782e4dffeb179f4
2026-01-13T15:15:00-05:00,GME,FILLED,27 shares at 21.11082125,1ffa410e9c1d8ae6a73eb28d0fde23ffc5138a1e6d794efcd782e4dffeb179f4
2026-01-13T15:15:00-05:00,CMPX,STAGED,Next legitimate symbol 15-minute open.,039f7e4767ce7e6d65882ec5baeea9f9c322688628bba65061be2a0ae9097508
2026-01-13T15:30:00-05:00,CMPX,FILLED,104 shares at 5.52914375,039f7e4767ce7e6d65882ec5baeea9f9c322688628bba65061be2a0ae9097508
2026-01-13T15:30:00-05:00,ERAS,STAGED,Next legitimate symbol 15-minute open.,e56d8290801aae64825b2709a7ae1a65ee6e4567a1e8846e89008d43e690335e
2026-01-13T15:45:00-05:00,ERAS,FILLED,16 shares at 7.26544500,e56d8290801aae64825b2709a7ae1a65ee6e4567a1e8846e89008d43e690335e
2026-01-13T15:45:00-05:00,LUMN,STAGED,Next legitimate symbol 15-minute open.,a52c0ad7b552cc0b017dfdb3af587dc9a4e00a18d6ea24aa71efd54a49e9e4df
2026-01-14T09:30:00-05:00,LUMN,REJECTED_OPENING_GAP,2.05632522 ATR,a52c0ad7b552cc0b017dfdb3af587dc9a4e00a18d6ea24aa71efd54a49e9e4df
2026-01-14T09:30:00-05:00,BEKE,STAGED,Next legitimate symbol 15-minute open.,1fb1146ec19278d74b6839386c1752301e45a56ee928819e21c52ff6dcfe55bc
2026-01-14T09:30:00-05:00,SLS,STAGED,Next legitimate symbol 15-minute open.,654a93c97804fb921d4c6240a4055461b81d2e73e05a47a930a26df98f606ddd
2026-01-14T09:30:00-05:00,BTE,STAGED,Next legitimate symbol 15-minute open.,677abccf5f71315fb1f1f013c5be6b3aeec263bf919e1ae4ff168e3afc923e13
