Symbol,EntryTimestampMarket,ExitTimestampMarket,Shares,EntryPrice,ExitPrice,PnL,TaxReserved,ExitReason,ResultR
BTE,2024-03-18T15:15:00-04:00,2024-03-19T09:45:00-04:00,96,3.36752375,3.45008384,7.92576874,2.30163592,ATR_TARGET,1.93917752
BEKE,2024-03-19T09:45:00-04:00,2024-03-20T09:30:00-04:00,22,14.32073250,14.10941000,-4.64909500,-1.72016515,STOP_GAP,-1.09706487
CLOV,2024-03-20T10:30:00-04:00,2024-03-20T15:30:00-04:00,384,0.84573382,0.88755671,16.05998850,5.94219574,ATR_TARGET,1.96864288
BTE,2024-03-20T13:15:00-04:00,2024-03-21T09:30:00-04:00,93,3.47660550,3.57732559,9.36696844,3.46577832,ATR_TARGET,1.94806817
NXE,2024-03-20T14:15:00-04:00,2024-03-21T09:30:00-04:00,43,7.46559500,7.70726342,10.39174185,3.84494448,ATR_TARGET,1.95324541
APP,2024-03-20T14:15:00-04:00,2024-03-21T09:30:00-04:00,2,69.97244000,72.14587248,4.34686495,1.60834003,ATR_TARGET,1.95138226
ALB,2024-03-21T09:45:00-04:00,2024-03-21T10:00:00-04:00,2,127.15529500,124.61202645,-5.08653710,-1.88201873,ATR_STOP,-1.03817923
BTE,2024-03-21T09:45:00-04:00,2024-03-21T11:00:00-04:00,93,3.58268500,3.50838156,-6.91022025,-2.55678149,ATR_STOP,-1.03674138
BEKE,2024-03-21T09:45:00-04:00,2024-03-21T11:45:00-04:00,23,14.34074750,14.13564346,-4.71739284,-1.74543535,ATR_STOP,-1.05455012
CLOV,2024-03-21T14:15:00-04:00,2024-03-22T09:30:00-04:00,40,0.88636428,0.85905522,-1.09236200,-0.40417394,STOP_GAP,-1.26412076
MVST,2024-03-21T09:45:00-04:00,2024-03-22T09:30:00-04:00,294,0.75056250,0.70937575,-12.10890392,-4.48029445,ATR_STOP,-1.01309655
ACHR,2024-03-20T14:15:00-04:00,2024-03-22T10:45:00-04:00,5,5.04378000,4.90494236,-0.69418822,-0.25684964,ATR_STOP,-1.02723862
GDS,2024-03-22T10:00:00-04:00,2024-03-22T15:00:00-04:00,28,8.55841400,8.66339891,2.93957760,1.08764371,ATR_STOP,0.38766470
EOSE,2024-03-21T11:30:00-04:00,2024-03-22T15:30:00-04:00,317,1.05078750,0.99045660,-19.12489530,-5.20481946,STOP_GAP,-1.09594978
CCJ,2024-03-21T11:45:00-04:00,2024-03-25T09:30:00-04:00,5,42.67198000,43.96955727,6.48788637,0.52912615,ATR_TARGET,1.95039466
